item_id,city,quality,sell_price_min,sell_price_min_date,sell_price_max,sell_price_max_date,buy_price_min,buy_price_min_date,buy_price_max,buy_price_max_date
T4_PLANKS_LEVEL2@2,Thetford,1,607,2023-09-26T05:15:00,669,2023-09-26T05:15:00,3,2023-09-26T05:15:00,518,2023-09-26T05:15:00
T4_PLANKS_LEVEL3@3,Bridgewatch,1,3429,2023-09-26T05:00:00,3429,2023-09-26T05:00:00,,,,
T4_PLANKS_LEVEL3@3,Fort Sterling,1,3389,2023-09-26T16:30:00,3715,2023-09-26T16:30:00,3,2023-09-26T13:20:00,3,2023-09-26T13:20:00
T4_PLANKS_LEVEL3@3,Lymhurst,1,3098,2023-09-26T11:15:00,3733,2023-09-26T11:15:00,3,2023-09-26T11:15:00,2701,2023-09-26T11:15:00
T4_PLANKS_LEVEL3@3,Martlock,1,3546,2023-09-26T22:55:00,3868,2023-09-26T22:55:00,3,2023-09-26T23:00:00,2316,2023-09-26T23:00:00
T4_PLANKS_LEVEL3@3,Thetford,1,,,,,,,,
T4_PLANKS_LEVEL4@4,Bridgewatch,1,48994,2023-09-26T20:45:00,48995,2023-09-26T20:45:00,3,2023-09-26T18:55:00,24525,2023-09-26T18:55:00
T4_PLANKS_LEVEL4@4,Fort Sterling,1,33244,2023-09-26T18:40:00,35000,2023-09-26T18:40:00,3,2023-09-26T18:40:00,30401,2023-09-26T18:40:00
T4_PLANKS_LEVEL4@4,Lymhurst,1,32983,2023-09-26T18:50:00,33000,2023-09-26T18:50:00,3,2023-09-26T18:50:00,28076,2023-09-26T18:50:00
T4_PLANKS_LEVEL4@4,Martlock,1,50000,2023-09-26T21:20:00,55000,2023-09-26T21:20:00,,,,
T4_PLANKS_LEVEL4@4,Thetford,1,80000,2023-09-26T18:35:00,80000,2023-09-26T18:35:00,3,2023-09-26T18:35:00,23485,2023-09-26T18:35:00
T4_WOOD,Bridgewatch,1,51,2023-09-26T18:50:00,70,2023-09-26T18:50:00,3,2023-09-26T18:55:00,49,2023-09-26T18:55:00
T4_WOOD,Fort Sterling,1,65,2023-09-26T18:35:00,70,2023-09-26T18:35:00,3,2023-09-26T12:15:00,52,2023-09-26T12:15:00
T4_WOOD,Lymhurst,1,71,2023-09-26T23:05:00,807,2023-09-26T23:05:00,57,2023-09-27T01:00:00,57,2023-09-27T01:00:00
T4_WOOD,Martlock,1,54,2023-09-27T01:05:00,60,2023-09-27T01:05:00,1,2023-09-26T08:25:00,52,2023-09-26T08:25:00
T4_WOOD,Thetford,1,57,2023-09-26T18:15:00,61,2023-09-26T18:15:00,30,2023-09-26T18:15:00,56,2023-09-26T18:15:00
T4_WOOD_LEVEL1@1,Bridgewatch,1,85,2023-09-26T19:55:00,85,2023-09-26T19:55:00,3,2023-09-26T18:50:00,84,2023-09-26T18:50:00
T4_WOOD_LEVEL1@1,Fort Sterling,1,97,2023-09-26T20:55:00,219,2023-09-26T20:55:00,1,2023-09-26T20:55:00,96,2023-09-26T20:55:00
T4_WOOD_LEVEL1@1,Lymhurst,1,105,2023-09-26T22:30:00,143,2023-09-26T22:30:00,3,2023-09-26T22:25:00,103,2023-09-26T22:25:00
T4_WOOD_LEVEL1@1,Martlock,1,92,2023-09-26T15:55:00,92,2023-09-26T15:55:00,3,2023-09-26T05:15:00,91,2023-09-26T05:15:00
T4_WOOD_LEVEL1@1,Thetford,1,94,2023-09-26T16:05:00,103,2023-09-26T16:05:00,3,2023-09-26T05:15:00,93,2023-09-26T05:15:00
T4_WOOD_LEVEL2@2,Bridgewatch,1,287,2023-09-26T19:55:00,287,2023-09-26T19:55:00,3,2023-09-26T18:50:00,286,2023-09-26T18:50:00
T4_WOOD_LEVEL2@2,Fort Sterling,1,321,2023-09-26T18:35:00,380,2023-09-26T18:35:00,1,2023-09-26T09:35:00,316,2023-09-26T09:35:00
T4_WOOD_LEVEL2@2,Lymhurst,1,242,2023-09-27T00:30:00,244,2023-09-27T00:30:00,241,2023-09-27T01:00:00,241,2023-09-27T01:00:00
T4_WOOD_LEVEL2@2,Martlock,1,292,2023-09-26T13:50:00,310,2023-09-26T13:50:00,3,2023-09-26T13:50:00,290,2023-09-26T13:50:00
T4_WOOD_LEVEL2@2,Thetford,1,297,2023-09-26T14:05:00,320,2023-09-26T14:05:00,3,2023-09-26T14:05:00,296,2023-09-26T14:05:00
T4_WOOD_LEVEL3@3,Bridgewatch,1,,,,,,,,
T4_WOOD_LEVEL3@3,Fort Sterling,1,2497,2023-09-26T16:30:00,48995,2023-09-26T16:30:00,1,2023-09-26T09:40:00,2301,2023-09-26T09:40:00
T4_WOOD_LEVEL3@3,Lymhurst,1,2242,2023-09-26T21:55:00,2431,2023-09-26T21:55:00,3,2023-09-26T21:55:00,2205,2023-09-26T21:55:00
T4_WOOD_LEVEL3@3,Martlock,1,,,,,,,,
T4_WOOD_LEVEL3@3,Thetford,1,2203,2023-09-26T07:45:00,2227,2023-09-26T07:45:00,,,,
T4_WOOD_LEVEL4@4,Bridgewatch,1,40000,2023-09-26T20:45:00,40000,2023-09-26T20:45:00,,,,
T4_WOOD_LEVEL4@4,Fort Sterling,1,29990,2023-09-26T09:25:00,30999,2023-09-26T09:25:00,16139,2023-09-26T01:10:00,22552,2023-09-26T01:10:00
T4_WOOD_LEVEL4@4,Lymhurst,1,29998,2023-09-26T18:40:00,29999,2023-09-26T18:40:00,,,,
T4_WOOD_LEVEL4@4,Martlock,1,25554,2023-09-26T21:20:00,26000,2023-09-26T21:20:00,,,,
T4_WOOD_LEVEL4@4,Thetford,1,29975,2023-09-26T18:35:00,30000,2023-09-26T18:35:00,,,,
T5_CLOTH,Bridgewatch,1,733,2023-09-26T20:05:00,995,2023-09-26T20:05:00,3,2023-09-26T19:45:00,629,2023-09-26T19:45:00
T5_CLOTH,Fort Sterling,1,673,2023-09-26T20:35:00,718,2023-09-26T20:35:00,3,2023-09-26T19:35:00,623,2023-09-26T19:35:00
T5_CLOTH,Lymhurst,1,676,2023-09-26T16:50:00,757,2023-09-26T16:50:00,3,2023-09-26T16:50:00,653,2023-09-26T16:50:00
T5_CLOTH,Martlock,1,701,2023-09-26T21:05:00,742,2023-09-26T21:05:00,3,2023-09-26T21:05:00,573,2023-09-26T21:05:00
T5_CLOTH,Thetford,1,659,2023-09-26T19:00:00,750,2023-09-26T19:00:00,3,2023-09-26T13:00:00,606,2023-09-26T13:00:00
T5_CLOTH_LEVEL1@1,Bridgewatch,1,1587,2023-09-26T20:05:00,1621,2023-09-26T20:05:00,3,2023-09-26T12:50:00,1500,2023-09-26T12:50:00
T5_CLOTH_LEVEL1@1,Fort Sterling,1,1462,2023-09-26T20:35:00,1599,2023-09-26T20:35:00,3,2023-09-26T18:45:00,1312,2023-09-26T18:45:00
T5_CLOTH_LEVEL1@1,Lymhurst,1,1585,2023-09-26T17:45:00,15873,2023-09-26T17:45:00,3,2023-09-26T16:50:00,1445,2023-09-26T16:50:00
T5_CLOTH_LEVEL1@1,Martlock,1,1567,2023-09-26T23:00:00,2089,2023-09-26T23:00:00,3,2023-09-26T23:00:00,1127,2023-09-26T23:00:00
T5_CLOTH_LEVEL1@1,Thetford,1,1577,2023-09-26T18:55:00,1639,2023-09-26T18:55:00,3,2023-09-26T18:55:00,1256,2023-09-26T18:55:00
T5_CLOTH_LEVEL2@2,Bridgewatch,1,4114,2023-09-26T12:50:00,4478,2023-09-26T12:50:00,3,2023-09-26T12:55:00,3510,2023-09-26T12:55:00
T5_CLOTH_LEVEL2@2,Fort Sterling,1,4046,2023-09-26T20:35:00,4299,2023-09-26T20:35:00,3,2023-09-26T19:00:00,3502,2023-09-26T19:00:00
T5_CLOTH_LEVEL2@2,Lymhurst,1,3796,2023-09-26T20:35:00,4121,2023-09-26T20:35:00,3,2023-09-26T20:35:00,3608,2023-09-26T20:35:00
T5_CLOTH_LEVEL2@2,Martlock,1,4000,2023-09-26T23:00:00,5992,2023-09-26T23:00:00,3,2023-09-26T23:00:00,3817,2023-09-26T23:00:00
T5_CLOTH_LEVEL2@2,Thetford,1,4141,2023-09-26T13:00:00,4499,2023-09-26T13:00:00,3,2023-09-26T13:00:00,3544,2023-09-26T13:00:00
T5_CLOTH_LEVEL3@3,Bridgewatch,1,19098,2023-09-26T12:55:00,25595,2023-09-26T12:55:00,3,2023-09-26T12:55:00,16375,2023-09-26T12:55:00
T5_CLOTH_LEVEL3@3,Fort Sterling,1,19150,2023-09-26T09:30:00,21514,2023-09-26T09:30:00,,,,
T5_CLOTH_LEVEL3@3,Lymhurst,1,18647,2023-09-26T21:05:00,19913,2023-09-26T21:05:00,3,2023-09-26T21:05:00,17058,2023-09-26T21:05:00
T5_CLOTH_LEVEL3@3,Martlock,1,17999,2023-09-26T16:45:00,21796,2023-09-26T16:45:00,3,2023-09-26T12:55:00,17119,2023-09-26T12:55:00
T5_CLOTH_LEVEL3@3,Thetford,1,19495,2023-09-26T20:30:00,22699,2023-09-26T20:30:00,3,2023-09-26T15:00:00,16611,2023-09-26T15:00:00
T5_CLOTH_LEVEL4@4,Bridgewatch,1,79978,2023-09-26T20:45:00,80000,2023-09-26T20:45:00,3,2023-09-26T12:50:00,50612,2023-09-26T12:50:00
T5_CLOTH_LEVEL4@4,Fort Sterling,1,70000,2023-09-26T18:45:00,77800,2023-09-26T18:45:00,3,2023-09-26T18:45:00,55003,2023-09-26T18:45:00
T5_CLOTH_LEVEL4@4,Lymhurst,1,68468,2023-09-26T18:50:00,74493,2023-09-26T18:50:00,3,2023-09-26T18:50:00,60000,2023-09-26T18:50:00
T5_CLOTH_LEVEL4@4,Martlock,1,74775,2023-09-26T18:55:00,79000,2023-09-26T18:55:00,3,2023-09-26T18:55:00,55505,2023-09-26T18:55:00
T5_CLOTH_LEVEL4@4,Thetford,1,67566,2023-09-26T20:50:00,69000,2023-09-26T20:50:00,1,2023-09-26T18:25:00,50000,2023-09-26T18:25:00
T5_FIBER,Bridgewatch,1,282,2023-09-26T20:25:00,295,2023-09-26T20:25:00,210,2023-09-26T20:25:00,281,2023-09-26T20:25:00
T5_FIBER,Fort Sterling,1,274,2023-09-26T16:55:00,4752,2023-09-26T16:55:00,3,2023-09-26T09:30:00,270,2023-09-26T09:30:00
T5_FIBER,Lymhurst,1,299,2023-09-26T20:25:00,319,2023-09-26T20:25:00,3,2023-09-26T20:25:00,298,2023-09-26T20:25:00
T5_FIBER,Martlock,1,272,2023-09-26T20:15:00,298,2023-09-26T20:15:00,3,2023-09-26T20:15:00,256,2023-09-26T20:15:00
T5_FIBER,Thetford,1,265,2023-09-27T00:30:00,265,2023-09-27T00:30:00,3,2023-09-26T21:00:00,270,2023-09-26T21:00:00
T5_FIBER_LEVEL1@1,Bridgewatch,1,592,2023-09-26T21:25:00,592,2023-09-26T21:25:00,1,2023-09-26T17:15:00,587,2023-09-26T17:15:00
T5_FIBER_LEVEL1@1,Fort Sterling,1,637,2023-09-26T18:55:00,669,2023-09-26T18:55:00,609,2023-09-26T20:20:00,609,2023-09-26T20:20:00
T5_FIBER_LEVEL1@1,Lymhurst,1,631,2023-09-26T22:45:00,658,2023-09-26T22:45:00,3,2023-09-26T22:45:00,621,2023-09-26T22:45:00
T5_FIBER_LEVEL1@1,Martlock,1,581,2023-09-26T15:35:00,596,2023-09-26T15:35:00,3,2023-09-26T15:40:00,567,2023-09-26T15:40:00
T5_FIBER_LEVEL1@1,Thetford,1,596,2023-09-27T00:30:00,596,2023-09-27T00:30:00,3,2023-09-26T13:00:00,604,2023-09-26T13:00:00
T5_FIBER_LEVEL2@2,Bridgewatch,1,1513,2023-09-26T17:20:00,1656,2023-09-26T17:20:00,1,2023-09-26T17:20:00,1512,2023-09-26T17:20:00
T5_FIBER_LEVEL2@2,Fort Sterling,1,1478,2023-09-26T14:30:00,1535,2023-09-26T14:30:00,1473,2023-09-26T16:40:00,1473,2023-09-26T16:40:00
T5_FIBER_LEVEL2@2,Lymhurst,1,1512,2023-09-26T22:45:00,1564,2023-09-26T22:45:00,3,2023-09-26T22:45:00,1509,2023-09-26T22:45:00
T5_FIBER_LEVEL2@2,Martlock,1,1486,2023-09-26T22:10:00,1486,2023-09-26T22:10:00,3,2023-09-26T13:50:00,1465,2023-09-26T13:50:00
T5_FIBER_LEVEL2@2,Thetford,1,1453,2023-09-26T20:55:00,1484,2023-09-26T20:55:00,3,2023-09-26T20:50:00,1451,2023-09-26T20:50:00
T5_FIBER_LEVEL3@3,Bridgewatch,1,8378,2023-09-26T12:50:00,8479,2023-09-26T12:50:00,3,2023-09-26T12:50:00,8260,2023-09-26T12:50:00
T5_FIBER_LEVEL3@3,Fort Sterling,1,8497,2023-09-26T17:40:00,8672,2023-09-26T17:40:00,7236,2023-09-26T09:30:00,8139,2023-09-26T09:30:00
T5_FIBER_LEVEL3@3,Lymhurst,1,9147,2023-09-26T21:05:00,9399,2023-09-26T21:05:00,3,2023-09-26T21:05:00,8500,2023-09-26T21:05:00
T5_FIBER_LEVEL3@3,Martlock,1,8940,2023-09-26T12:55:00,9199,2023-09-26T12:55:00,3,2023-09-26T12:55:00,8113,2023-09-26T12:55:00
T5_FIBER_LEVEL3@3,Thetford,1,8480,2023-09-26T13:00:00,8618,2023-09-26T13:00:00,3,2023-09-26T13:00:00,8248,2023-09-26T13:00:00
T5_FIBER_LEVEL4@4,Bridgewatch,1,48995,2023-09-26T20:45:00,50000,2023-09-26T20:45:00,3,2023-09-26T12:50:00,24032,2023-09-26T12:50:00
T5_FIBER_LEVEL4@4,Fort Sterling,1,29999,2023-09-26T19:00:00,35000,2023-09-26T19:00:00,,,,
T5_FIBER_LEVEL4@4,Lymhurst,1,31987,2023-09-26T13:05:00,36037,2023-09-26T13:05:00,3,2023-09-26T12:45:00,25558,2023-09-26T12:45:00
T5_FIBER_LEVEL4@4,Martlock,1,30694,2023-09-26T21:00:00,44444,2023-09-26T21:00:00,3,2023-09-26T12:55:00,24047,2023-09-26T12:55:00
T5_FIBER_LEVEL4@4,Thetford,1,29992,2023-09-26T20:50:00,30000,2023-09-26T20:50:00,3,2023-09-26T13:00:00,25013,2023-09-26T13:00:00
T5_HIDE,Bridgewatch,1,423,2023-09-26T22:25:00,456,2023-09-26T22:25:00,3,2023-09-26T20:25:00,417,2023-09-26T20:25:00
T5_HIDE,Fort Sterling,1,407,2023-09-26T20:20:00,407,2023-09-26T20:20:00,405,2023-09-26T20:20:00,405,2023-09-26T20:20:00
T5_HIDE,Lymhurst,1,414,2023-09-27T00:50:00,416,2023-09-27T00:50:00,1,2023-09-27T01:00:00,1,2023-09-27T01:00:00
T5_HIDE,Martlock,1,432,2023-09-27T00:15:00,446,2023-09-27T00:15:00,2,2023-09-26T20:20:00,421,2023-09-26T20:20:00
T5_HIDE,Thetford,1,413,2023-09-27T00:10:00,413,2023-09-27T00:10:00,3,2023-09-26T20:55:00,413,2023-09-26T20:55:00
T5_HIDE_LEVEL1@1,Bridgewatch,1,715,2023-09-26T19:55:00,769,2023-09-26T19:55:00,1,2023-09-26T20:00:00,633,2023-09-26T20:00:00
T5_HIDE_LEVEL1@1,Fort Sterling,1,564,2023-09-26T16:25:00,594,2023-09-26T16:25:00,563,2023-09-26T16:45:00,563,2023-09-26T16:45:00
T5_HIDE_LEVEL1@1,Lymhurst,1,611,2023-09-27T00:50:00,629,2023-09-27T00:50:00,3,2023-09-26T22:30:00,606,2023-09-26T22:30:00
T5_HIDE_LEVEL1@1,Martlock,1,658,2023-09-26T17:05:00,679,2023-09-26T17:05:00,656,2023-09-26T17:05:00,656,2023-09-26T17:05:00
T5_HIDE_LEVEL1@1,Thetford,1,631,2023-09-26T21:40:00,648,2023-09-26T21:40:00,3,2023-09-26T21:40:00,630,2023-09-26T21:40:00
T5_HIDE_LEVEL2@2,Bridgewatch,1,1625,2023-09-26T18:55:00,1712,2023-09-26T18:55:00,1,2023-09-26T18:50:00,1607,2023-09-26T18:50:00
T5_HIDE_LEVEL2@2,Fort Sterling,1,1744,2023-09-27T01:00:00,1789,2023-09-27T01:00:00,3,2023-09-26T09:35:00,1720,2023-09-26T09:35:00
T5_HIDE_LEVEL2@2,Lymhurst,1,1640,2023-09-27T00:50:00,1678,2023-09-27T00:50:00,3,2023-09-26T12:45:00,1638,2023-09-26T12:45:00
T5_HIDE_LEVEL2@2,Martlock,1,1855,2023-09-26T15:25:00,1899,2023-09-26T15:25:00,2,2023-09-26T17:05:00,1844,2023-09-26T17:05:00
T5_HIDE_LEVEL2@2,Thetford,1,1755,2023-09-26T13:00:00,1803,2023-09-26T13:00:00,1704,2023-09-26T16:00:00,1704,2023-09-26T16:00:00
T5_HIDE_LEVEL3@3,Bridgewatch,1,9195,2023-09-26T17:20:00,10000,2023-09-26T17:20:00,1,2023-09-26T17:20:00,9042,2023-09-26T17:20:00
T5_HIDE_LEVEL3@3,Fort Sterling,1,8793,2023-09-26T17:10:00,8922,2023-09-26T17:10:00,3,2023-09-26T17:10:00,8402,2023-09-26T17:10:00
T5_HIDE_LEVEL3@3,Lymhurst,1,8776,2023-09-27T00:50:00,8943,2023-09-27T00:50:00,1,2023-09-26T22:25:00,8505,2023-09-26T22:25:00
T5_HIDE_LEVEL3@3,Martlock,1,9191,2023-09-26T16:50:00,10622,2023-09-26T16:50:00,2,2023-09-26T16:50:00,9016,2023-09-26T16:50:00
T5_HIDE_LEVEL3@3,Thetford,1,9039,2023-09-27T00:10:00,9039,2023-09-27T00:10:00,3,2023-09-26T13:00:00,8452,2023-09-26T13:00:00
T5_HIDE_LEVEL4@4,Bridgewatch,1,58842,2023-09-26T20:45:00,65000,2023-09-26T20:45:00,3,2023-09-26T12:50:00,32000,2023-09-26T12:50:00
T5_HIDE_LEVEL4@4,Fort Sterling,1,,,,,,,,
T5_HIDE_LEVEL4@4,Lymhurst,1,30993,2023-09-26T12:45:00,35000,2023-09-26T12:45:00,3,2023-09-26T12:50:00,29000,2023-09-26T12:50:00
T5_HIDE_LEVEL4@4,Martlock,1,42995,2023-09-26T21:00:00,47477,2023-09-26T21:00:00,3,2023-09-26T13:00:00,30256,2023-09-26T13:00:00
T5_HIDE_LEVEL4@4,Thetford,1,44996,2023-09-26T20:50:00,63000,2023-09-26T20:50:00,3,2023-09-26T13:00:00,30000,2023-09-26T13:00:00
T5_LEATHER,Bridgewatch,1,988,2023-09-26T20:35:00,1064,2023-09-26T20:35:00,3,2023-09-26T20:35:00,962,2023-09-26T20:35:00
T5_LEATHER,Fort Sterling,1,1099,2023-09-26T19:15:00,1100,2023-09-26T19:15:00,1059,2023-09-26T19:15:00,1059,2023-09-26T19:15:00
T5_LEATHER,Lymhurst,1,1066,2023-09-27T00:30:00,1066,2023-09-27T00:30:00,1060,2023-09-27T00:30:00,1060,2023-09-27T00:30:00
T5_LEATHER,Martlock,1,996,2023-09-27T00:15:00,1084,2023-09-27T00:15:00,1,2023-09-27T00:15:00,950,2023-09-27T00:15:00
T5_LEATHER,Thetford,1,1008,2023-09-26T18:55:00,1030,2023-09-26T18:55:00,1,2023-09-26T23:10:00,1,2023-09-26T23:10:00
T5_LEATHER_LEVEL1@1,Bridgewatch,1,2179,2023-09-26T15:05:00,2179,2023-09-26T15:05:00,3,2023-09-26T12:50:00,2100,2023-09-26T12:50:00
T5_LEATHER_LEVEL1@1,Fort Sterling,1,1622,2023-09-26T19:00:00,1735,2023-09-26T19:00:00,3,2023-09-26T19:00:00,1410,2023-09-26T19:00:00
T5_LEATHER_LEVEL1@1,Lymhurst,1,1488,2023-09-26T15:45:00,1488,2023-09-26T15:45:00,3,2023-09-26T12:50:00,1423,2023-09-26T12:50:00
T5_LEATHER_LEVEL1@1,Martlock,1,1559,2023-09-27T00:20:00,1602,2023-09-27T00:20:00,3,2023-09-27T00:20:00,1555,2023-09-27T00:20:00
T5_LEATHER_LEVEL1@1,Thetford,1,1460,2023-09-26T15:00:00,1599,2023-09-26T15:00:00,3,2023-09-26T18:55:00,1410,2023-09-26T18:55:00
T5_LEATHER_LEVEL2@2,Bridgewatch,1,5145,2023-09-26T16:50:00,6000,2023-09-26T16:50:00,3,2023-09-26T16:50:00,4022,2023-09-26T16:50:00
T5_LEATHER_LEVEL2@2,Fort Sterling,1,4810,2023-09-26T18:45:00,5122,2023-09-26T18:45:00,3,2023-09-26T18:50:00,3908,2023-09-26T18:50:00
T5_LEATHER_LEVEL2@2,Lymhurst,1,4852,2023-09-26T14:50:00,4852,2023-09-26T14:50:00,3,2023-09-26T12:50:00,3964,2023-09-26T12:50:00
T5_LEATHER_LEVEL2@2,Martlock,1,4269,2023-09-26T15:25:00,4585,2023-09-26T15:25:00,3,2023-09-26T14:50:00,3935,2023-09-26T14:50:00
T5_LEATHER_LEVEL2@2,Thetford,1,4664,2023-09-26T15:00:00,4664,2023-09-26T15:00:00,3,2023-09-26T18:55:00,4000,2023-09-26T18:55:00
T5_LEATHER_LEVEL3@3,Bridgewatch,1,20087,2023-09-26T15:05:00,20087,2023-09-26T15:05:00,3,2023-09-26T12:50:00,18000,2023-09-26T12:50:00
T5_LEATHER_LEVEL3@3,Fort Sterling,1,21878,2023-09-26T17:10:00,33218,2023-09-26T17:10:00,3,2023-09-26T17:10:00,18076,2023-09-26T17:10:00
T5_LEATHER_LEVEL3@3,Lymhurst,1,20011,2023-09-26T14:50:00,20011,2023-09-26T14:50:00,3,2023-09-26T12:50:00,19008,2023-09-26T12:50:00
T5_LEATHER_LEVEL3@3,Martlock,1,19827,2023-09-26T15:00:00,19827,2023-09-26T15:00:00,3,2023-09-26T13:00:00,18715,2023-09-26T13:00:00
T5_LEATHER_LEVEL3@3,Thetford,1,22098,2023-09-26T15:00:00,23094,2023-09-26T15:00:00,3,2023-09-26T15:00:00,19218,2023-09-26T15:00:00
T5_LEATHER_LEVEL4@4,Bridgewatch,1,99998,2023-09-26T12:50:00,99999,2023-09-26T12:50:00,3,2023-09-26T12:50:00,50001,2023-09-26T12:50:00
T5_LEATHER_LEVEL4@4,Fort Sterling,1,99999,2023-09-26T18:45:00,99999,2023-09-26T18:45:00,,,,
T5_LEATHER_LEVEL4@4,Lymhurst,1,96473,2023-09-26T23:55:00,97863,2023-09-26T23:55:00,3,2023-09-26T23:55:00,75006,2023-09-26T23:55:00
T5_LEATHER_LEVEL4@4,Martlock,1,89998,2023-09-26T18:55:00,90000,2023-09-26T18:55:00,3,2023-09-26T12:55:00,78004,2023-09-26T12:55:00
T5_LEATHER_LEVEL4@4,Thetford,1,98451,2023-09-26T18:25:00,100000,2023-09-26T18:25:00,3,2023-09-26T18:25:00,55148,2023-09-26T18:25:00
T5_METALBAR,Bridgewatch,1,735,2023-09-26T19:10:00,973,2023-09-26T19:10:00,3,2023-09-26T14:20:00,721,2023-09-26T14:20:00
T5_METALBAR,Fort Sterling,1,746,2023-09-26T20:15:00,999,2023-09-26T20:15:00,3,2023-09-26T20:15:00,667,2023-09-26T20:15:00
T5_METALBAR,Lymhurst,1,697,2023-09-27T00:25:00,697,2023-09-27T00:25:00,638,2023-09-27T00:25:00,638,2023-09-27T00:25:00
T5_METALBAR,Martlock,1,739,2023-09-26T22:55:00,797,2023-09-26T22:55:00,3,2023-09-26T19:45:00,700,2023-09-26T19:45:00
T5_METALBAR,Thetford,1,662,2023-09-26T22:30:00,668,2023-09-26T22:30:00,3,2023-09-26T22:30:00,659,2023-09-26T22:30:00
T5_METALBAR_LEVEL1@1,Bridgewatch,1,1602,2023-09-26T19:40:00,1602,2023-09-26T19:40:00,3,2023-09-26T12:35:00,1438,2023-09-26T12:35:00
T5_METALBAR_LEVEL1@1,Fort Sterling,1,1557,2023-09-26T21:25:00,1557,2023-09-26T21:25:00,3,2023-09-26T18:50:00,1405,2023-09-26T18:50:00
T5_METALBAR_LEVEL1@1,Lymhurst,1,1786,2023-09-26T15:45:00,1786,2023-09-26T15:45:00,3,2023-09-26T15:10:00,1412,2023-09-26T15:10:00
T5_METALBAR_LEVEL1@1,Martlock,1,1715,2023-09-26T22:55:00,1850,2023-09-26T22:55:00,3,2023-09-26T21:30:00,1454,2023-09-26T21:30:00
T5_METALBAR_LEVEL1@1,Thetford,1,1735,2023-09-26T22:30:00,1795,2023-09-26T22:30:00,1164,2023-09-26T22:30:00,1475,2023-09-26T22:30:00
T5_METALBAR_LEVEL2@2,Bridgewatch,1,7350,2023-09-26T15:05:00,7350,2023-09-26T15:05:00,,,,
T5_METALBAR_LEVEL2@2,Fort Sterling,1,5497,2023-09-26T20:10:00,5497,2023-09-26T20:10:00,3,2023-09-26T18:45:00,4706,2023-09-26T18:45:00
T5_METALBAR_LEVEL2@2,Lymhurst,1,5994,2023-09-26T14:50:00,5994,2023-09-26T14:50:00,,,,
T5_METALBAR_LEVEL2@2,Martlock,1,5483,2023-09-26T22:55:00,6000,2023-09-26T22:55:00,3,2023-09-26T21:30:00,5100,2023-09-26T21:30:00
T5_METALBAR_LEVEL2@2,Thetford,1,5566,2023-09-26T19:20:00,5684,2023-09-26T19:20:00,3,2023-09-26T19:20:00,4930,2023-09-26T19:20:00
T5_METALBAR_LEVEL3@3,Bridgewatch,1,20041,2023-09-26T15:05:00,20041,2023-09-26T15:05:00,,,,
T5_METALBAR_LEVEL3@3,Fort Sterling,1,21169,2023-09-26T20:45:00,23100,2023-09-26T20:45:00,3,2023-09-26T20:45:00,19932,2023-09-26T20:45:00
T5_METALBAR_LEVEL3@3,Lymhurst,1,21389,2023-09-26T14:50:00,21389,2023-09-26T14:50:00,,,,
T5_METALBAR_LEVEL3@3,Martlock,1,24892,2023-09-26T22:55:00,25000,2023-09-26T22:55:00,3,2023-09-26T12:10:00,20008,2023-09-26T12:10:00
T5_METALBAR_LEVEL3@3,Thetford,1,22479,2023-09-26T19:45:00,34999,2023-09-26T19:45:00,3,2023-09-26T19:45:00,19033,2023-09-26T19:45:00
T5_METALBAR_LEVEL4@4,Bridgewatch,1,,,,,3,2023-09-26T20:45:00,45101,2023-09-26T20:45:00
T5_METALBAR_LEVEL4@4,Fort Sterling,1,99998,2023-09-26T18:45:00,100000,2023-09-26T18:45:00,3,2023-09-26T18:45:00,66000,2023-09-26T18:45:00
T5_METALBAR_LEVEL4@4,Lymhurst,1,,,,,,,,
T5_METALBAR_LEVEL4@4,Martlock,1,69999,2023-09-26T18:55:00,70000,2023-09-26T18:55:00,3,2023-09-26T20:55:00,60001,2023-09-26T20:55:00
T5_METALBAR_LEVEL4@4,Thetford,1,74998,2023-09-26T18:25:00,75000,2023-09-26T18:25:00,3,2023-09-26T20:50:00,68065,2023-09-26T20:50:00
T5_ORE,Bridgewatch,1,221,2023-09-26T16:45:00,221,2023-09-26T16:45:00,220,2023-09-26T16:45:00,220,2023-09-26T16:45:00
T5_ORE,Fort Sterling,1,224,2023-09-26T23:55:00,240,2023-09-26T23:55:00,3,2023-09-26T23:55:00,223,2023-09-26T23:55:00
T5_ORE,Lymhurst,1,203,2023-09-26T23:50:00,226,2023-09-26T23:50:00,3,2023-09-26T23:50:00,196,2023-09-26T23:50:00
T5_ORE,Martlock,1,221,2023-09-26T22:55:00,253,2023-09-26T22:55:00,219,2023-09-26T14:50:00,219,2023-09-26T14:50:00
T5_ORE,Thetford,1,233,2023-09-27T00:30:00,233,2023-09-27T00:30:00,,,,
T5_ORE_LEVEL1@1,Bridgewatch,1,419,2023-09-26T16:45:00,419,2023-09-26T16:45:00,418,2023-09-26T17:40:00,418,2023-09-26T17:40:00
T5_ORE_LEVEL1@1,Fort Sterling,1,494,2023-09-26T20:45:00,516,2023-09-26T20:45:00,1,2023-09-26T20:45:00,492,2023-09-26T20:45:00
T5_ORE_LEVEL1@1,Lymhurst,1,293,2023-09-26T23:55:00,398,2023-09-26T23:55:00,3,2023-09-26T21:55:00,148,2023-09-26T21:55:00
